DEP;LIBDEP;DEPCOM;COM;LIBCOM;INDTLV;EXOTHMEUZRRDAT;EXOTHCHAMHOTZRRDAT;THLVDAT;THSURTAXRSDAT;THSURTAXRSTAU;EXOCREENODAT;EXOCREENODUR;EXOREPENODAT;EXOREPENODUR;EXOCREREPDAT;EXOCREREPDUR;CASERNEDAT;BUDDAT;ZDPCORSEDAT;ZRCDAT;ZRCTAU;ZRVDAT;ZRVTAU;EXOFBHOTZRRDAT;EXOFBMEUZRRDAT;EXOFBCHAMHOTZRRDAT;EXOFOUDAT;EXOSERVHOSPDAT;EXOMAISSANTDAT;EXOMAISSANTTAU;EXOMAISSANTDUR;MAGDAT;MAGTAU;ASSOANIMAUXDAT;ANTPOLEAUDAT;ANTPOLAIRDAT;BIOGAZDAT;EXOPOLLUDAT;DECNONDANDAT;HYDROBIODIVDAT;EXOJEUDAT;EXOPOLCOMPDAT;RECHINDUSDAT;AGBDOMTAU;AGBDOMDAT;EXOLOGDUR;EXOLOGTAU;EXOLOGDAT;EXOREHDUR;EXOREHTAU;EXOREHDAT;EXOLOGENERDUR;EXOLOGENERTAU;EXOLOGENERDAT;EXOECONOUDUR;EXOECONOUTAU;EXOECONOUDAT;EXORISQTECHTAU;EXORISQTECHDAT;EXORISQMINTAU;EXORISQMINDAT;EXORISQSANTAU;EXORISQSANDAT;EXOLOCZRRDAT;HLMSEMDUR;HLMSEMDAT;EXOFBCAMPUSDAT;EXOEXCLUDAT;LOGBURDAT;LOFTDAT;LOGSOLDAT;LOGSOLTAU;LOGREHABDAT;SUPEXO2ANLOC;SUPEXO2ANLOCTAU;SUPEXO2ANPAP;SUPEXO2ANPAPTAU;SUPLOGDOMDAT;SUPLOGDOMTAU;SUPMAYOTDAT;SUPZFUDAT;SUPZFDOMDAT;SUPZFDOMTAU;SUPBERDAT;SUPQPDAT;SUPLOCEPFDAT;SUPPORTDAT;SUPPORTTAU;SUPEXOREHABDAT;SUPEXOLOGSOC;SUPEXOLOGEPINORPA;LISSAUGVLDAT;TAXFRICHTAU;TAXFRICHTAU1;TAXFRICHTAU2;TAXFRICHDAT;TAXFRICHBEN;MONMAJPOS;MAJPOSDAT;MAJTERCONSDAT;MAJTERCONSMON;SUPREDTERCONSDAT;EXOTRUDAT;EXONOYDAT;EXONOYDUR;EXOOLIDAT;AGRIBIODAT;EXOVIGNEDAT;EXOVIGNEDUR;EXOOREDAT;DEGJAGDUR2;DEGJAGDAT2;DEGJAGDUR3;DEGJAGDAT3;DEGJAGDUR4;DEGJAGDAT4;DEGJAGDUR5;DEGJAGDAT5;DEGJAGDUR6;DEGJAGDAT6;TAFNBDAT;SUPABATMAYDAT;BAZMINCFE1MT;BAZMINCFE1DAT;BAZMINCFE2MT;BAZMINCFE2DAT;BAZMINCFE3MT;BAZMINCFE3DAT;BAZMINCFE4MT;BAZMINCFE4DAT;BAZMINCFE5MT;BAZMINCFE5DAT;BAZMINCFE6MT;BAZMINCFE6DAT;BAZMINCFE0PARTAU;BAZMINCFE0PARDAT;BAZMINCFE2PARTAU;BAZMINCFE2PARDAT;BAZMINCFE3PARTAU;BAZMINCFE3PARDAT;BAZMINCFE4PARTAU;BAZMINCFE4PARDAT;BAZMINCFE5PARTAU;BAZMINCFE5PARDAT;BAZMINCFE6PARTAU;BAZMINCFE6PARDAT;EXOENOCREDUR;EXOENOCREDAT;EXOENOREPDUR;EXOENOREPDAT;EXOCREREPDAT2;EXOCREREPDUR2;EXO3AENCREAEXDAT;EXOJEUDAT2;EXOPOLCOMPDAT2;RECHINDUSDAT2;EXOZUSCREDUR;EXOZUSCRETAU;EXOZUSCREDAT;EXOZUSEXTDUR;EXOZUSEXTTAU;EXOZUSEXTDAT;CASERNEDAT2;ACTENSDAT;BUDDAT2;ZDPCORSEDAT2;ZRCDAT2;ZRCTAU2;ZRVDAT2;ZRVTAU2;SPENATTAU;SPENATDAT;SPETHETAU;SPETHEDAT;SPETOUTAU;SPETOUDAT;SPECONTAU;SPECONDAT;SPEVARTAU;SPEVARDAT;SPEVIVTAU;SPEVIVDAT;SPEDIVTAU;SPEDIVDAT;CINARTDAT;CINARTTAU;EXOCINDAT;EXOCINTAU;EXOCINREDDAT;EXOCINREDTAU;EXOMEDANCDAT;EXOAUXANCDAT;EXOMEDNOUVDAT;EXOMEDNOUVDUR;EXOAUXNOUVDAT;EXOAUXNOUVDUR;EXOVETODAT;EXOVETODUR;MEDDEFDAT;MEDDEFDUR;AUXMEDDEFDAT;AUXMEDDEFDUR;ANTPOLEAUDAT2;ANTPOLAIRDAT2;ANTBRUECODAT;ANTBRUREDDAT;DIFPREDAT;DIFPREMONT;DIFPRE1600DAT;DIFPRE2400DAT;DIFPRE3200DAT;EXOLIBLABDAT;EXODISQDAT;CREMUNTAU;CREMUNDAT;EXOPATDAT;EXOLIBNONLAB;COOPAGRDAT;AMECREINDTAU1;AMECREINDTAU2;AMECREINDTAU3;AMECREINDTAU4;AMECREINDTAU5;AMECREINDDAT;AMEEXTINDTAU1;AMEEXTINDTAU2;AMEEXTINDTAU3;AMEEXTINDTAU4;AMEEXTINDTAU5;AMEEXTINDDAT;AMETADIFTTAU1;AMETADIFTTAU2;AMETADIFTTAU3;AMETADIFTTAU4;AMETADIFTTAU5;AMETADIFTDAT;AMEETAIND1;AMEETAIND2;AMEETAIND3;AMEETAIND4;AMEETAIND5;AMEETAINDDAT;AMECRERECTAU1;AMECRERECTAU2;AMECRERECTAU3;AMECRERECTAU4;AMECRERECTAU5;AMECRERECDAT;AMEEXTRECTAU1;AMEEXTRECTAU2;AMEEXTRECTAU3;AMEEXTRECTAU4;AMEEXTRECTAU5;AMEEXTRECDAT;AMEREPRECTAU1;AMEREPRECTAU2;AMEREPRECTAU3;AMEREPRECTAU4;AMEREPRECTAU5;AMEREPRECDAT;AMECONRECTAU1;AMECONRECTAU2;AMECONRECTAU3;AMECONRECTAU4;AMECONRECTAU5;AMECONRECDAT;AMEDIRCRETAU1;AMEDIRCRETAU2;AMEDIRCRETAU3;AMEDIRCRETAU4;AMEDIRCRETAU5;AMEDIRCREDAT;AMEDIREXTTAU1;AMEDIREXTTAU2;AMEDIREXTTAU3;AMEDIREXTTAU4;AMEDIREXTTAU5;AMEDIREXTDAT;AMEDIRREPTAU1;AMEDIRREPTAU2;AMEDIRREPTAU3;AMEDIRREPTAU4;AMEDIRREPTAU5;AMEDIRREPDAT;AMEDIRCONTAU1;AMEDIRCONTAU2;AMEDIRCONTAU3;AMEDIRCONTAU4;AMEDIRCONTAU5;AMEDIRCONDAT;AMECREINDIMMDAT;AMEEXTINDIMMDAT;AMEREPINDIMMDAT;AMECONINDIMMDAT;AMECRERECIMMDAT;AMEEXTRECIMMDAT;AMECREDIRIMMDAT;AMEEXTDIRIMMDAT;AMEREPRECDIRIMMDAT;AMECONRECDIRIMMDAT;CFESUPMEUTOUDAT;CFESUPMEURAIDAT;CFESUPZFUDAT2;CFESUPZFDOMDAT;CFESUPBERDAT2;CFESUPZRRDAT;CFESUPABDEGDAT;CFESUPQPDAT;CVAESUPMEUTOUDAT;CVAESUPMEURAIDAT;CVAESUPZFUDAT2;CVAESUPBERDAT2;CVAESUPZRRDAT;CVAESUPABDEGDAT;CVAESUPQPDAT;CVAESUPZFDOMDAT;IFERNUCDAT;IFERPHODAT;IFERTRADAT;IFERANTDAT;IFERGAZDAT;IFEREOLDAT;IFEREOLTAU;REVFNGIRDAT;PRELFNGIRDAT;DCRTPDAT;TASCOMDAT;CVAEREPARTDAT;CVAEREPARTTAU;TOMCOMDAT;TOMGRPDAT;TOMSYNDAT;PLAFTEOMDAT;PLAFTEOMCOEF;SUPEXOTEOMDAT;PLAFTEOMGRPDAT;PLAFTEOMGRPCOEF;SUPEXOTEOMGRPDAT;PLAFTEOMSYNDAT;PLAFTEOMSYNCOEF;SUPEXOTEOMSYNDAT;TIEOMCOMDAT;TIEOMGRPDAT;TIEOMSYNDAT;ROMCOMDAT;ROMGRPDAT;ROMSYNDAT;ROMGRPDAT2;TAXBALDAT;TAXBALTAU;TAXPYLEPCIDAT;TASCOMCOEDAT;GEMAPIDAT;TAXEAUMINDAT;TAXEAUMINTARIF;PARISNONHABITA
33;GIRONDE;33432;432;SAINT-LOUBERT;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;2;2001-08-25;NA;;2001-08-25;2;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;;;;NA;;;NA;;;NA;;NA;;;;2017-07-17;;;;;NA;;NA;;;NA
33;GIRONDE;33433;433;SAINT-LOUBES;O;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;2009-11-24;;NA;;5;1995-09-13;5;1995-09-13;5;1995-09-13;5;1995-09-13;5;1995-09-13;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;100;100;100;100;0;1984-11-29;100;100;100;0;0;1984-11-29;100;100;100;100;0;1984-11-29;100;100;100;100;0;1984-11-29;100;100;100;100;0;1984-11-29;100;100;100;0;0;1984-11-29;100;100;100;100;0;1995-09-13;100;100;100;100;0;1995-09-13;100;100;100;100;0;1984-11-29;100;100;100;0;0;1984-11-29;100;100;100;100;0;1995-09-13;100;100;100;100;0;1995-09-13;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2002-10-10;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
33;GIRONDE;33434;434;ST-LOUIS-DE-MONTFERRAND;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;50;50;50;50;50;1991-12-17;50;50;50;50;50;1991-12-17;50;50;50;50;50;1991-12-17;50;50;50;50;50;1991-12-17;50;50;50;50;50;1991-12-17;50;50;50;50;50;1991-12-17;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;50;50;50;50;50;1991-12-17;50;50;50;50;50;1991-12-17;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;1993-05-28;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
33;GIRONDE;33440;440;SAINT-MARTIAL;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;;;;NA;;;NA;;;NA;;NA;;;;2017-07-17;;;;;NA;;NA;;;NA
33;GIRONDE;33441;441;SAINT-MARTIN-LACAUSSADE;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2005-09-22;22/06/05;;NA;;;NA;;;NA;20/09/17;NA;;;;;;;;;NA;;NA;;;NA
33;GIRONDE;33444;444;SAINT-MARTIN-DE-SESCAS;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;;;;NA;;;NA;;;NA;;NA;;;;;;11/03/03;;;NA;;NA;;;NA
33;GIRONDE;33446;446;SAINT-MARTIN-DU-PUY;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;;;;NA;;;NA;;;NA;;NA;;;;;26/10/12;;;;NA;;NA;;;NA
33;GIRONDE;33448;448;SAINT-MEDARD-D'EYRANS;O;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;100;100;100;0;0;1989-04-14;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2002-01-16;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
33;GIRONDE;33457;457;SAINT-PARDON-DE-CONQUES;N;;;;;NA;1989-08-06;2;;NA;1989-08-06;2;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;2;2002-06-24;NA;;2002-06-24;2;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;;;;NA;;;NA;;;NA;;NA;;;;2017-07-17;;;;;NA;;NA;;;NA
33;GIRONDE;33458;458;SAINT-PAUL;N;;;2009-09-14;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;3;1998-05-18;3;1998-05-18;3;1998-05-18;3;1998-05-18;3;1998-05-18;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2005-09-22;22/06/05;;NA;;;NA;;;NA;20/09/17;NA;;;;;;;;;NA;;NA;;;NA
33;GIRONDE;33460;460;SAINT-PEY-DE-CASTETS;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;26/06/95;8;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;;;;NA;;;NA;;;NA;;NA;;;;;;20/12/13;;;NA;;NA;;;NA
33;GIRONDE;33468;468;SAINTE-RADEGONDE;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;;;;NA;;;NA;;;NA;;NA;;;;;;20/12/13;;;NA;;NA;;;NA
33;GIRONDE;33473;473;SAINT-SAVIN-DE-BLAYE;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;2022-09-29;50;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;2;1995-09-14;2;1995-09-14;1995-09-14;2;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;100;1999-10-13;100;13/10/99;100;13/10/99;100;13/10/99;NA;;NA;;100;13/10/99;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;100;100;100;0;0;1985-02-28;100;100;0;0;0;1985-02-28;NA;NA;NA;NA;NA;;100;100;100;0;0;1985-02-28;100;100;100;0;0;1985-02-28;100;100;0;0;0;1985-02-28;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;100;100;100;0;0;1985-02-28;100;100;0;0;0;1985-02-28;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2005-08-09;22/06/05;;NA;;;NA;;;NA;20/09/17;NA;;;;;;;;;NA;;NA;;;NA
